customer_id,name,gender,dob,phone,email,city,state,signup_date,customer_segment,support_tickets_count
CUST00453,Brinda Konda,F,1985-12-03,5881056974,dalajakade@example.org,Ajmer,Arunachal Pradesh,2026-06-26,Retail,0
CUST00454,Sudiksha Comar,F,1961-08-28,4496410496,csawhney@example.org,Nadiad,Goa,2025-07-22,Retail,2
CUST00455,Dalaja Balay,M,1986-08-18,954930596,imani@example.com,Chapra,Telangana,2025-04-16,Retail,1
CUST00456,Nicholas Raj,M,1983-01-25,2044138459,janaki44@example.net,Amravati,Jharkhand,2025-04-16,Retail,0
CUST00457,Aishani Gola,M,1981-12-08,7070578360,devansh72@example.com,Rampur,West Bengal,2025-01-28,Premium,3
CUST00458,Owen Din,M,2002-06-15,3102879508,amol58@example.net,Ghaziabad,Haryana,2024-08-26,Retail,2
CUST00459,Yashica Sawhney,F,1966-01-25,3359561642,gautami65@example.com,Ludhiana,Goa,2024-09-15,Retail,3
CUST00460,Mason Bal,M,1965-09-25,5889536902,yahvisahota@example.net,Dehri,Uttar Pradesh,2023-10-13,Retail,3
CUST00461,Zinal Sastry,M,1975-11-06,9435353751,fariq58@example.net,Mirzapur,Rajasthan,2025-01-16,Retail,0
CUST00462,Saumya Sahota,M,1971-08-31,8369294455,jtiwari@example.net,Davanagere,Goa,2026-03-10,Retail,0
CUST00463,Ojas Dara,F,1980-09-23,1206021288,neelimakhurana@example.net,Kochi,Karnataka,2026-04-01,Retail,2
CUST00465,Vincent Mishra,F,1984-04-24,9889864565,qushivenkataraman@example.com,Navi Mumbai,Kerala,2024-06-18,Retail,4
CUST00466,Bhavna Mahal,F,1983-12-29,2449134213,baralrobert@example.org,Indore,Kerala,2024-03-23,Retail,0
CUST00467,Sai Verma,F,1966-09-10,4117674124,falannarain@example.org,Bally,Manipur,2025-06-21,Retail,0
CUST00468,Divya Barad,M,1981-06-08,3800329633,ugrover@example.com,Mira-Bhayandar,Gujarat,2025-06-26,Retail,1
CUST00469,Zaitra Kala,M,1960-10-15,7893206496,qwali@example.org,Ahmednagar,Jharkhand,2025-07-31,Premium,1
CUST00470,Manya Parikh,F,1986-09-20,1314675361,palanmitali@example.net,Karawal Nagar,Uttarakhand,2025-12-24,Premium,0
CUST00471,Nisha Keer,F,1962-01-09,8360854566,chatura47@example.net,Sonipat,Rajasthan,2026-01-07,Retail,1
CUST00472,Sara Rout,M,1971-04-05,8319952980,ira81@example.net,Kadapa,Gujarat,2024-09-08,Retail,2
CUST00473,Naksh Wason,F,1979-08-15,4255638300,csundaram@example.org,Barasat,Andhra Pradesh,2024-04-20,Premium,2
CUST00474,Bahadurjit Magar,F,1996-08-18,6241118600,ramanrishi@example.net,North Dumdum,Maharashtra,2025-02-15,Premium,0
CUST00475,Chasmum Mahal,M,1982-08-30,4976461368,lavanyabadal@example.com,Serampore,Tripura,2025-03-24,Merchant-linked,2
CUST00476,Sneha Kapur,F,1988-05-16,6375791452,sarthaksuri@example.net,Gwalior,Chhattisgarh,2024-10-22,Premium,1
CUST00477,Viraj Bhargava,F,1997-06-21,6452059960,utata@example.net,Pondicherry,Manipur,2025-09-12,Retail,1
CUST00478,Henry Sandal,F,1994-03-14,2028123710,vdey@example.net,Silchar,Andhra Pradesh,2024-07-01,Retail,0
CUST00479,Chaitaly Madan,F,1985-09-18,9224839589,gangadeshmukh@example.org,Hyderabad,Karnataka,2024-11-05,Retail,0
CUST00480,Upma Bhavsar,M,2008-04-24,4331875109,pallaupkaar@example.com,Nellore,Himachal Pradesh,2024-06-17,Retail,2
CUST00481,Damini Pillai,F,1990-08-11,4883192134,dateleela@example.com,Tadepalligudem,Sikkim,2026-04-14,Retail,1
CUST00482,Om Agate,M,1998-03-27,1922270510,usodhi@example.com,New Delhi,Nagaland,2024-10-11,Merchant-linked,1
CUST00483,Urvi Pant,F,1975-08-07,8193242687,lpall@example.org,Kirari Suleman Nagar,Tripura,2025-08-02,Retail,2
CUST00484,Tanay Halder,F,1978-12-29,375830945,mahajanbahadurjit@example.net,Nangloi Jat,Madhya Pradesh,2023-10-05,Retail,1
CUST00485,Anusha Bhandari,F,2007-04-02,7977278105,karanbutala@example.com,Pimpri-Chinchwad,Manipur,2025-06-28,Retail,2
CUST00486,Dipta Chatterjee,M,2001-10-24,3905529580,hansyachana@example.org,Gwalior,Goa,2024-12-04,Premium,1
CUST00488,Advaith Kalla,F,1991-04-04,1343240642,odika33@example.com,Belgaum,Jharkhand,2024-05-22,Retail,2
CUST00489,Aishani Chanda,F,1984-02-24,5872096289,sarthak58@example.net,Mysore,Mizoram,2025-11-20,Retail,1
CUST00490,Tejas Sibal,M,1973-02-26,8272795596,parmerabhiram@example.org,Fatehpur,Karnataka,2024-08-12,Retail,1
CUST00491,Rachit Parmar,F,1975-05-03,8207979966,geetika76@example.com,Muzaffarpur,Tripura,2026-05-11,Retail,0
CUST00492,Oviya Sandhu,M,1997-10-16,9028249839,chanadayamai@example.org,Berhampore,Madhya Pradesh,2024-02-12,Retail,3
CUST00493,Manbir Iyer,M,2003-01-06,4123361328,hemanginichaudhry@example.com,Rajpur Sonarpur,Meghalaya,2025-07-31,Premium,1
CUST00494,Xavier Char,F,1979-03-28,2654696815,pranavkeer@example.com,Mau,Mizoram,2026-01-12,Retail,2
CUST00495,Faras Karpe,M,1967-04-06,346156262,qbanerjee@example.com,Ujjain,Madhya Pradesh,2025-08-15,Retail,2
CUST00496,Udyati Butala,M,1977-04-04,6025298670,mitterpavani@example.com,Mahbubnagar,Uttar Pradesh,2025-12-21,Retail,3
CUST00497,Yadavi Pradhan,F,1998-02-14,8512686120,yutikasha@example.com,Madhyamgram,Jharkhand,2023-10-01,Retail,1
CUST00498,Triveni Peri,M,1963-01-14,4654084245,chameli09@example.org,Vadodara,Nagaland,2025-10-14,Retail,3
CUST00499,Parth Chad,F,1986-04-25,2764579389,kashish02@example.net,Eluru,Mizoram,2026-06-28,Retail,0
CUST00500,Geetika Mittal,M,1980-11-30,2416139449,prasadurvashi@example.org,Panipat,Telangana,2025-08-22,Premium,0
CUST00501,Aradhana Thaker,M,1992-11-11,2440630624,gunbir33@example.org,Korba,Assam,2025-06-01,Retail,2
CUST00502,Osha Narasimhan,F,1986-08-16,8055557277,zkumer@example.org,Morbi,Nagaland,2026-07-03,Retail,2
CUST00503,Sarthak Wagle,F,1978-05-10,5770299295,mandervritti@example.org,Siwan,Chhattisgarh,2024-09-26,Premium,0
CUST00505,Bhavini Sengupta,M,1968-03-02,6408572169,ayushkapur@example.org,Khora ,Odisha,2025-10-07,Premium,2
CUST00506,Ekta Krish,F,1968-08-16,1509688327,uiyengar@example.org,Amritsar,Andhra Pradesh,2024-03-27,Retail,1
CUST00507,Tripti Konda,F,1993-06-14,3278195237,evenkatesh@example.com,Erode,Himachal Pradesh,2026-03-17,Merchant-linked,2
CUST00508,Arjun Sarna,F,1983-09-18,4605687611,garajeevika@example.com,Ajmer,Haryana,2025-12-14,Retail,1
CUST00509,Aishani Chatterjee,F,1976-06-23,7734547574,deymanbir@example.net,Indore,Haryana,2026-03-14,Retail,1
CUST00510,Bishakha Mohanty,F,2005-12-26,9477422294,kakarchavvi@example.org,Rampur,Kerala,2025-09-26,Premium,1
CUST00511,Vansha Garde,F,2007-04-24,9858567287,bhattacharyyahema@example.org,Tiruppur,Haryana,2024-01-26,Retail,2
CUST00512,Ronith Parikh,F,1984-07-29,8335061581,bhallasanya@example.net,Sambalpur,Himachal Pradesh,2025-12-16,Premium,1
CUST00513,Yash Kari,M,1993-09-26,2094841312,vedantkohli@example.net,Madhyamgram,Bihar,2025-03-13,Premium,0
CUST00514,Eiravati Bora,F,1970-01-23,7173189397,uchoudhury@example.com,Giridih,Uttar Pradesh,2025-06-26,Premium,1
CUST00515,Aadi Krishnamurthy,M,1996-11-07,7258784448,ria12@example.com,Imphal,Mizoram,2025-01-02,Retail,1
CUST00516,Praneel Bhatti,M,1997-02-18,1758231334,rchauhan@example.com,Aurangabad,Sikkim,2024-01-31,Retail,3
CUST00517,Rehaan Randhawa,F,1998-05-09,9258796434,damininath@example.net,Satna,Manipur,2024-07-13,Retail,1
CUST00518,Omisha Ahluwalia,M,1997-03-22,652740334,prisha65@example.net,Thrissur,Punjab,2025-02-05,Retail,1
CUST00519,Hredhaan Borde,M,1972-04-21,7970673499,oommenanya@example.net,Bahraich,Jharkhand,2023-12-16,Retail,0
CUST00520,Ethan Nair,M,2007-07-16,2294938173,bishakha02@example.org,Karimnagar,Tripura,2024-12-06,Retail,0
CUST00521,Qarin Nagi,M,1983-02-11,5534490216,wadhwadarpan@example.net,Pune,Odisha,2024-11-27,Merchant-linked,2
CUST00522,Yamini Narain,M,1998-07-24,4951191818,whalder@example.org,Bally,Manipur,2024-12-12,Premium,3
CUST00523,Ganga Bora,M,1969-05-10,7860694096,prisha24@example.org,Katihar,Manipur,2025-07-16,Retail,1
CUST00524,Isha Dua,M,1969-09-12,3421089028,victor33@example.com,Khandwa,Himachal Pradesh,2024-04-24,Retail,2
CUST00525,Isha Bala,M,1967-03-24,1607360776,chanderparth@example.net,Ujjain,Tripura,2024-03-30,Premium,1
CUST00526,Ishita Nadig,M,1980-07-24,1857481700,pantjalsa@example.com,Raebareli,West Bengal,2025-07-14,Retail,0
CUST00527,Frado Ramakrishnan,M,2002-09-06,4502329028,bhatshaurya@example.net,Serampore,Punjab,2024-11-03,Retail,1
CUST00528,Oni Gera,F,1969-01-06,2512073465,balgarima@example.org,Visakhapatnam,Telangana,2026-03-05,Retail,1
CUST00529,Chakradhar Zacharia,M,1978-09-25,2105316117,mdesai@example.net,Bijapur,Meghalaya,2025-01-01,Premium,2
CUST00530,Kabir Naidu,M,1992-02-21,9177932382,ravalbarkha@example.net,Kulti,Haryana,2024-05-12,Retail,1
CUST00531,Falguni Shere,F,1992-09-18,2565290603,khannaneel@example.com,Hyderabad,Odisha,2025-01-13,Retail,1
CUST00532,Raghav Ravi,F,1982-05-03,7948714855,qshan@example.org,Kadapa,Himachal Pradesh,2023-10-26,Retail,2
CUST00533,Pooja Bal,F,2006-12-11,1371184254,thamanqabil@example.com,Ajmer,Uttarakhand,2025-08-13,Retail,0
CUST00534,Rushil Pandya,M,1985-11-11,9880858382,upkaardoshi@example.net,Panihati,Himachal Pradesh,2023-10-11,Retail,1
CUST00535,Chaman Ramakrishnan,M,2003-11-18,7752401484,bhargavanirja@example.org,Ongole,Uttarakhand,2024-02-06,Retail,1
CUST00536,Mahika Dutta,M,1991-08-25,9335134261,rdhar@example.com,Hyderabad,Rajasthan,2023-12-22,Premium,3
CUST00537,Harshil Sinha,F,1971-10-12,4189721540,lsandhu@example.org,Jalna,Haryana,2025-02-26,Retail,1
CUST00538,Janani Khurana,M,2002-05-13,6601444856,chaudhurivedika@example.org,Korba,Odisha,2024-11-23,Retail,2
CUST00539,Hemang Sura,M,1987-07-19,9860919191,tramesh@example.net,Sri Ganganagar,Rajasthan,2025-12-06,Merchant-linked,1
CUST00540,Baljiwan Rastogi,F,1999-09-01,392051460,indira34@example.com,Anantapur,Manipur,2025-09-02,Retail,1
CUST00541,Naveen Kadakia,F,1987-06-11,6527155983,ravidhriti@example.net,Gaya,Tripura,2024-09-30,Retail,1
CUST00542,Vedika Panchal,F,1976-10-23,5225013948,mitaliborra@example.org,Mysore,Tamil Nadu,2025-05-17,Merchant-linked,0
CUST00543,Adya Dhingra,M,1994-12-30,6261499153,anushabal@example.com,Muzaffarnagar,Haryana,2026-03-09,Premium,4
CUST00544,Tarak Dhillon,M,1961-03-25,977688936,vram@example.com,Firozabad,Maharashtra,2024-09-17,Premium,1
CUST00545,Ekaja Zachariah,M,1977-10-10,5389218785,udarsh74@example.net,Jaunpur,Punjab,2024-11-28,Merchant-linked,1
CUST00546,Dhruv Garg,M,1961-09-11,8057215149,tsankar@example.org,Thrissur,Sikkim,2024-12-13,Retail,2
CUST00547,Ganga Kaul,F,1987-12-27,2895090591,uedwin@example.org,Ghaziabad,Tripura,2025-11-05,Retail,2
CUST00548,Pratyush Balan,M,1991-10-22,1511696667,mukhopadhyayisha@example.org,Nizamabad,Meghalaya,2023-11-24,Retail,0
CUST00549,Neelima Iyer,M,1971-07-07,5718409080,wadhwaadvik@example.org,Yamunanagar,Jharkhand,2023-09-18,Retail,1
CUST00550,Ekaraj Gera,F,1969-09-06,2835129592,saibalasubramanian@example.net,Siwan,Uttar Pradesh,2026-05-17,Retail,1
CUST00551,Bishakha Chokshi,F,1977-05-22,9821739295,qdada@example.net,Sonipat,Haryana,2024-09-12,Premium,3
CUST00552,Vritti Guha,F,1998-10-01,5079181589,siyer@example.com,Sultan Pur Majra,Tripura,2024-03-17,Retail,0
CUST00553,Netra Saran,M,1978-09-25,715879647,guhagaurav@example.com,Satara,Telangana,2023-10-10,Merchant-linked,2
CUST00554,Champak Mitter,F,1979-02-10,8068828503,ekajabora@example.net,Shimla,Gujarat,2025-04-19,Premium,0
CUST00555,Chakradev Raj,M,1970-07-11,4035263560,aarnasami@example.net,Kurnool,Rajasthan,2025-10-12,Retail,1
CUST00556,Nimrat Anne,F,1980-08-06,6437490607,dalianathan@example.com,South Dumdum,Nagaland,2024-08-02,Retail,1
CUST00557,Mitali Mane,F,1986-05-17,9411631873,gsrinivas@example.org,Agra,Uttarakhand,2024-10-06,Retail,1
CUST00558,Ekansh Khurana,M,1981-07-24,7279083350,zashil25@example.com,Pimpri-Chinchwad,Madhya Pradesh,2024-09-27,Retail,2
CUST00559,Yashasvi Bhatt,F,1971-06-12,5707139848,dakshesh11@example.com,Tadipatri,Telangana,2024-02-16,Retail,2
CUST00560,Kamala Barad,F,1967-07-10,3060906913,bahrivamakshi@example.net,Ichalkaranji,Sikkim,2025-06-06,Retail,3
CUST00561,Wazir Swaminathan,F,1990-01-15,7727853242,ansh64@example.org,Jaunpur,Maharashtra,2025-09-14,Premium,2
CUST00562,Neelima Dass,M,2000-12-17,3666777675,sameshkorpal@example.org,Jehanabad,Gujarat,2026-05-25,Retail,2
CUST00563,Ubika Rege,F,1978-08-17,3627187496,naksh68@example.com,Mango,Andhra Pradesh,2025-08-28,Merchant-linked,1
CUST00564,Orinder Mahajan,M,2007-11-07,6932657327,chatterjeedhruv@example.org,Bangalore,West Bengal,2026-03-02,Premium,1
CUST00565,Gautam Munshi,F,2005-05-08,3234159597,chavvi18@example.org,Ujjain,Maharashtra,2023-12-24,Premium,0
CUST00566,Nathan Singh,F,1994-03-24,3127102676,ridhi99@example.org,Jaipur,Meghalaya,2026-05-24,Premium,2
CUST00567,Harinakshi Chada,F,2003-03-09,2294621354,nbabu@example.net,Gulbarga,Kerala,2026-02-11,Retail,0
CUST00568,Yochana Mammen,F,2007-10-10,7520344765,natarajanazad@example.org,Chapra,Andhra Pradesh,2024-07-07,Retail,2
CUST00569,Upma Rai,F,1979-04-12,6558665254,amara17@example.net,Imphal,West Bengal,2025-02-11,Retail,3
CUST00570,Arin Dave,F,1999-05-02,3125129311,dugaltriveni@example.net,Aligarh,Punjab,2023-12-27,Premium,1
CUST00571,Ryan Bumb,M,1969-07-17,633016583,upasnamani@example.net,Mango,Goa,2025-02-10,Retail,1
CUST00572,Patrick Hora,M,1973-04-09,1132532694,tejas64@example.com,Bettiah,Andhra Pradesh,2025-07-17,Premium,1
CUST00573,Baghyawati Edwin,F,1963-09-27,7509617015,lalaeiravati@example.com,Nangloi Jat,Kerala,2025-02-02,Retail,0
CUST00574,Dhriti Gupta,F,1971-08-02,567756777,ibakshi@example.com,Jalgaon,Madhya Pradesh,2024-09-12,Merchant-linked,1
CUST00575,Orinder Dora,M,1989-02-04,3106724530,arunima33@example.com,Bhiwani,Maharashtra,2026-05-24,Retail,1
CUST00576,Vinaya Bhasin,F,1977-08-06,1579423873,nathan54@example.net,Pudukkottai,Bihar,2025-05-19,Retail,1
CUST00577,Harita Prakash,F,1999-05-18,5971075633,jmand@example.com,Jammu,Chhattisgarh,2026-06-13,Retail,0
CUST00578,Warjas Krish,F,1984-02-01,581629518,ekalinga76@example.org,Asansol,Kerala,2026-02-07,Retail,0
CUST00579,Urvi Koshy,M,1971-05-10,5597824575,jaimerchant@example.net,Jammu,Mizoram,2025-12-17,Retail,1
CUST00580,Yuvraj Puri,F,1980-12-08,4432400615,mdugar@example.com,Moradabad,Himachal Pradesh,2024-12-17,Retail,2
CUST00581,Sudiksha Mane,F,1968-06-14,5010587525,znaik@example.org,Pudukkottai,Uttarakhand,2025-11-06,Retail,2
CUST00583,Meghana Dubey,F,1986-12-11,3721433080,basaktheodore@example.org,Durgapur,Mizoram,2024-07-25,Retail,0
CUST00584,Meghana Bahl,M,1985-02-15,7068103903,pallafaris@example.net,Danapur,Uttarakhand,2024-02-10,Retail,2
CUST00585,Max Yadav,F,1960-12-26,4858623945,pdar@example.com,Bhopal,Manipur,2025-05-23,Retail,2
CUST00586,Samarth Goyal,F,1966-01-16,1339439457,teerth80@example.com,Thrissur,Uttarakhand,2024-02-28,Premium,1
CUST00587,Samuel Tata,F,2006-01-30,5769277894,acharyaazaan@example.net,Hyderabad,Himachal Pradesh,2026-05-06,Retail,3
CUST00588,Sai Raj,F,1995-08-13,1053365146,mittallucky@example.com,Kurnool,Bihar,2026-04-25,Retail,0
CUST00589,Vamakshi Ghosh,F,1961-04-28,3798440971,bpurohit@example.org,Bhiwani,Uttarakhand,2024-12-27,Retail,1
CUST00590,Agastya Basu,M,1992-02-25,4734043370,tkata@example.net,Baranagar,Kerala,2023-11-22,Retail,1
CUST00591,Tanmayi Sodhi,M,1986-10-10,5882556296,manbir78@example.com,Bhiwani,Assam,2025-05-22,Retail,3
CUST00592,Gaurangi Parmer,M,1991-08-14,8205829582,abumb@example.org,Saharsa,Bihar,2025-04-23,Retail,1
CUST00593,Nitesh Karan,M,1993-06-20,7155868639,sudikshadugal@example.net,Mumbai,Uttar Pradesh,2026-06-17,Retail,1
CUST00594,Warhi Dhawan,F,2004-08-05,3643813000,ekbalbhavsar@example.com,Kochi,Maharashtra,2026-05-22,Premium,3
CUST00595,Advaith Mital,F,1977-02-08,3469979907,azaan47@example.com,Bhusawal,Tamil Nadu,2025-05-06,Premium,1
CUST00596,Vritti Bala,M,1978-11-15,1748113176,ubanerjee@example.com,Thrissur,Punjab,2024-10-30,Merchant-linked,6
CUST00598,Imaran Dubey,F,2007-02-15,3773062604,tkarnik@example.com,Salem,Goa,2024-01-15,Merchant-linked,1
CUST00599,Raksha Taneja,F,1978-03-27,858167046,chahaladya@example.net,Fatehpur,Madhya Pradesh,2025-02-10,Retail,1
CUST00600,Laksh Dara,M,1961-10-16,9237858471,baralvincent@example.org,Dewas,Chhattisgarh,2025-10-23,Merchant-linked,3
CUST00601,Advay Prabhu,M,1963-07-07,1849804253,esridhar@example.org,Malegaon,Madhya Pradesh,2025-03-30,Premium,3
CUST00602,Madhav Datta,F,2001-10-23,1781923653,ubasak@example.com,Nellore,Sikkim,2025-10-01,Retail,0
CUST00603,Mahika Sengupta,M,1989-09-29,2798623984,sahnidominic@example.net,Ulhasnagar,Tripura,2025-07-03,Premium,2
CUST00604,Arunima Ramaswamy,F,1974-02-11,4895478769,upasnanazareth@example.org,Tiruvottiyur,Nagaland,2025-02-20,Retail,3
CUST00605,Zayan Loyal,M,2005-06-22,9835539354,qmallick@example.net,Maheshtala,Tripura,2025-06-02,Retail,2
CUST00606,Chakrika Gupta,F,1993-08-13,8853798214,qadim75@example.org,Karawal Nagar,Tamil Nadu,2024-06-03,Retail,1
CUST00607,Harita Dhingra,F,1972-11-10,4168601347,yasti96@example.org,Faridabad,Maharashtra,2025-06-18,Retail,0
CUST00608,Hritik Soni,F,1981-08-14,1221500141,gopalsampath@example.org,Tezpur,Arunachal Pradesh,2023-08-30,Retail,6
CUST00609,Aradhana Mane,F,1981-04-07,3999485320,onveerrajagopal@example.org,Nanded,Assam,2025-04-19,Retail,0
CUST00610,Vedika Dash,F,1965-03-24,3379223410,nsehgal@example.org,Jodhpur,Maharashtra,2025-09-16,Retail,2
CUST00611,Mason Rajagopalan,F,2001-06-18,843768550,msathe@example.org,Asansol,Tamil Nadu,2023-11-10,Merchant-linked,1
CUST00612,Om Raval,F,1970-07-30,5643436970,ybains@example.net,Karimnagar,Madhya Pradesh,2023-09-10,Retail,1
CUST00613,Sanaya Samra,F,1964-12-05,5345472239,balhaarraj@example.com,Berhampur,Assam,2025-09-11,Retail,1
CUST00614,George Bedi,F,1972-08-26,7242642364,georgeben@example.net,Tumkur,Nagaland,2025-01-01,Merchant-linked,0
CUST00615,Oliver Keer,F,1961-06-17,9111428178,yatananand@example.com,Darbhanga,Mizoram,2026-01-02,Retail,1
CUST00616,Meera Deshmukh,F,1968-08-25,2239594737,brijeshbhavsar@example.com,Mumbai,Jharkhand,2024-12-22,Retail,1
CUST00617,Megha Raval,M,2003-04-19,8599648628,ethanpillai@example.com,Mahbubnagar,Maharashtra,2024-09-30,Retail,0
CUST00618,Kashvi Bajwa,M,1975-09-25,362792463,fkrishnan@example.com,Kirari Suleman Nagar,Kerala,2026-03-16,Retail,0
CUST00619,Kalpit Sagar,M,2006-09-12,2145057661,ebaria@example.org,Bathinda,Gujarat,2024-07-15,Retail,0
CUST00620,Advay Chaudhuri,F,1967-08-22,83850765,bhavani50@example.net,Bahraich,Tripura,2025-01-20,Retail,4
CUST00621,Yashawini Bhavsar,M,2008-07-27,6574223196,basuchavvi@example.org,Jammu,Maharashtra,2025-04-17,Premium,2
CUST00622,Max Sane,M,1986-11-22,3012047137,sharafhema@example.net,Nandyal,Himachal Pradesh,2025-04-25,Retail,4
CUST00623,Eta Vyas,M,1968-02-07,9330674584,aarini12@example.net,Muzaffarnagar,Haryana,2024-12-26,Retail,2
CUST00624,Guneet Tiwari,M,1978-01-21,6954132971,jsankaran@example.com,Ludhiana,Karnataka,2026-05-14,Retail,1
CUST00625,Darika Keer,F,1983-12-27,6936634392,krisha11@example.org,Bangalore,Chhattisgarh,2025-03-17,Retail,1
CUST00626,George Doshi,F,2008-03-29,7202455910,baradfitan@example.org,Nellore,Uttar Pradesh,2024-02-16,Premium,0
CUST00627,Vritti Chokshi,F,1973-06-19,9819421794,skapur@example.com,Singrauli,West Bengal,2024-08-14,Retail,1
CUST00628,Urvashi Sethi,M,1977-11-08,4663453372,dalalmanbir@example.org,Cuttack,Chhattisgarh,2025-09-27,Retail,2
CUST00629,Gaurangi Nagarajan,M,1988-06-09,6618943705,dominic00@example.com,Gaya,Uttarakhand,2025-01-30,Retail,1
CUST00630,Ekiya Sengupta,F,1967-01-06,6592024617,wriddhishvarghese@example.net,Alwar,Gujarat,2025-09-25,Merchant-linked,2
CUST00631,Balvan Andra,M,1990-12-13,9550178332,lwadhwa@example.net,Raebareli,Tripura,2026-05-27,Retail,2
CUST00632,Suhani Mannan,F,1986-07-01,450691767,udant74@example.com,Berhampur,Sikkim,2026-04-09,Premium,0
CUST00633,Megha Lanka,M,1960-11-03,373606014,thakerdamini@example.net,Mehsana,Odisha,2024-04-03,Premium,3
CUST00634,Jack Keer,F,2005-01-24,8528306153,aarnagara@example.net,Bardhaman,Maharashtra,2024-02-08,Retail,2
CUST00635,Samar Gade,M,1977-12-25,4881121031,hnazareth@example.net,Sasaram,Bihar,2025-01-13,Retail,3
CUST00636,Fiyaz Parekh,M,1998-07-04,2638409112,varenyapanchal@example.org,Pali,Uttar Pradesh,2025-11-02,Premium,1
CUST00637,Yauvani Rau,F,1970-10-30,9791378765,sethiraghav@example.org,Pune,Sikkim,2026-05-10,Retail,2
CUST00638,Ojasvi Amble,M,2007-03-05,1219881927,jagdish90@example.net,Sambalpur,Jharkhand,2025-03-13,Retail,1
CUST00639,Chaaya Barad,M,2001-11-06,4246245618,charita60@example.org,Khammam,Goa,2025-09-16,Retail,1
CUST00640,Harish Patil,F,1966-01-28,5512939130,mishrachameli@example.org,Thane,Jharkhand,2026-04-24,Retail,1
CUST00641,Girik Nath,M,1973-07-19,2119017075,nathan98@example.org,Thanjavur,Goa,2024-03-04,Premium,2
CUST00642,Anay Singhal,F,1971-02-13,2836084937,nkakar@example.net,Nellore,Uttarakhand,2025-03-04,Premium,0
CUST00643,Laban Ravel,M,2007-05-17,9443916497,zehaandave@example.net,Amaravati,Bihar,2026-06-15,Premium,1
CUST00644,Kevin Baria,M,1971-09-19,162341903,omsamuel@example.com,Siliguri,Telangana,2025-07-10,Retail,0
CUST00645,Jyoti Nair,F,2007-07-18,8473236533,qbawa@example.org,Madhyamgram,Goa,2023-10-24,Retail,4
CUST00646,Tara Viswanathan,F,1974-07-06,1424426078,chavvi37@example.org,Morena,Madhya Pradesh,2024-06-02,Premium,1
CUST00647,Thomas Sarma,F,2004-01-25,3763882145,zaitra46@example.org,Tezpur,Bihar,2024-05-02,Premium,0
CUST00648,Zayyan Konda,F,1997-01-02,7802058695,ikbalmohan@example.net,Chandrapur,Tamil Nadu,2025-12-23,Merchant-linked,2
CUST00649,Neelima Parikh,F,1965-03-31,9335055738,sbabu@example.org,Buxar,Chhattisgarh,2024-04-22,Retail,1
CUST00650,Samarth Sibal,M,1980-06-05,1872333510,rdara@example.net,Bhagalpur,Assam,2024-08-16,Premium,2
CUST00651,Jagat Chander,M,1999-04-18,748207365,arunimaacharya@example.com,Raurkela Industrial Township,Tripura,2024-12-13,Retail,2
CUST00652,Avi Chatterjee,F,2007-09-16,4322302333,senguptaupkaar@example.net,Patna,Bihar,2025-09-30,Merchant-linked,0
CUST00653,Jeevika Mistry,F,2000-09-13,2127602508,dugarsiddharth@example.org,Vijayanagaram,Bihar,2024-11-24,Retail,3
CUST00654,Amaira Venkatesh,M,1994-11-22,7298937629,tanish03@example.com,Gandhinagar,Tripura,2025-03-12,Retail,0
CUST00655,Jack Date,M,2003-11-16,8187692082,chandreshtrivedi@example.net,New Delhi,Nagaland,2025-03-30,Premium,1
CUST00656,Girik Lad,F,1973-03-03,2067323182,vbuch@example.com,Dehradun,Sikkim,2024-06-09,Retail,2
CUST00657,Ayushman Bali,F,1997-05-18,15291137,dakshesh90@example.net,Nagercoil,Karnataka,2024-09-26,Premium,1
CUST00658,Yamini Mann,M,1996-10-03,2182998747,bhavyathaker@example.net,Satara,Madhya Pradesh,2024-12-31,Retail,1
CUST00659,Unni Bal,M,1962-10-02,436551584,pdas@example.com,Agartala,Mizoram,2024-04-18,Retail,1
CUST00660,Kala Bawa,M,1978-03-19,9608070633,ypant@example.org,Cuttack,Assam,2023-10-23,Retail,1
CUST00661,Jason Ramanathan,M,1972-10-08,8804428773,devanshratta@example.com,Bhatpara,Sikkim,2023-10-28,Merchant-linked,0
CUST00662,Chakrika Garde,F,1985-09-04,6420362586,fitan70@example.com,Pali,Goa,2024-08-31,Premium,1
CUST00663,Bina Basak,M,1969-08-04,5582430176,yochana98@example.net,Kamarhati,Telangana,2023-12-14,Premium,1
CUST00664,Xiti Venkataraman,M,1969-03-14,5279050404,ishahari@example.net,Dharmavaram,Karnataka,2026-03-17,Retail,1
CUST00665,Megha Kapadia,M,1999-05-11,1197871809,horawaida@example.org,Machilipatnam,Rajasthan,2024-07-29,Retail,0
CUST00666,Balveer Ray,F,2001-08-31,1987561786,goyalsathvik@example.org,Dharmavaram,Bihar,2024-08-10,Retail,2
CUST00667,Isaac Datta,M,2000-11-02,3657744916,npillai@example.com,Howrah,Assam,2024-07-16,Premium,2
CUST00668,Jatin Vora,F,1991-04-28,1843368750,onkardugar@example.org,Srinagar,Haryana,2024-12-12,Retail,1
CUST00669,Geetika Sahota,F,1964-04-26,428860505,ysaran@example.net,Kadapa,Tamil Nadu,2023-11-30,Retail,2
CUST00670,Pooja Badami,F,2005-09-12,835669106,simon12@example.org,Mau,Kerala,2023-10-14,Retail,1
